9250 0.000925 9.91952 0 0.000107596 -3.0528e-05 0 938.248  -462.551 -7.90043e+06 -0.000116607 -3.032e-06 -0.0185 -6191.12  218.587 8.22202e+06 
9500 0.00095 9.64399 0 0.000129034 -2.51122e-05 0 669.222  -153.97 -8.08133e+06 -0.000177987 -7.15895e-06 -0.019 -2301.58  -76.82 8.39855e+06 
9750 0.000975 15.6019 0 0.000137989 -2.21228e-05 0 -1665.52  368.168 -8.25195e+06 -0.000198649 -6.15456e-06 -0.0195 -822.901  -270.658 8.5891e+06 
10000 0.001 42.4873 0 7.19723e-05 -9.14329e-06 0 -3915.03  -305.835 -8.29664e+06 -0.000219838 -1.25926e-05 -0.02 -2344.85  -873.72 8.7321e+06 
10250 0.001025 43.828 0 3.83417e-05 -4.90068e-06 0 2386.71  -46.0929 -8.22102e+06 -0.000341813 -1.96032e-05 -0.0205 -3630.35  -443.134 8.64411e+06 
10500 0.00105 86.1914 0 0.000118173 -5.57587e-06 0 -1844.28  279.249 -8.19831e+06 -0.000446516 -2.38911e-05 -0.021 -2730.36  -177.229 8.54312e+06 
10750 0.001075 144.893 0.0682522 0.000276246 -1.06925e-05 0 1582.6  -322.06 -7.91065e+06 -0.000273702 -3.14635e-05 -0.0215 -1647.01  2153.08 8.10529e+06 
11000 0.0011 64.7693 0.766076 0.00043821 -1.22332e-05 0 -188.303  -687.806 -7.72822e+06 -0.000157241 -1.95057e-05 -0.022 -2487.4  72.4913 7.99358e+06 
11250 0.001125 71.1542 0.0968764 0.000424212 -2.12871e-05 0 -3286.92  -717.379 -7.6161e+06 -9.44058e-05 -2.25075e-05 -0.0225 -1967.67  287.287 7.95032e+06 
11500 0.00115 92.2377 0.506268 0.000583466 -3.4711e-05 0 -13677.4  -2322.01 -7.47938e+06 8.34732e-05 -1.68662e-05 -0.023 4024.08  1461.12 7.95791e+06 
11750 0.001175 109.205 6.38249 0.000732054 -5.1076e-05 0 8539.24  -1971.46 -7.18782e+06 0.000229016 -7.13217e-06 -0.0235 -2740.22  -10.016 7.79924e+06 
12000 0.0012 72.3031 3.22671 0.000893819 -5.5911e-05 0 -4796.25  728.197 -7.14765e+06 0.000324372 -3.80356e-06 -0.024 -4778.36  707.624 7.64474e+06 
12250 0.001225 79.6123 5.48644 0.000795661 -7.55194e-05 0 3774.59  308.16 -7.13369e+06 0.000425444 -5.01021e-06 -0.0245 421.493  -1668.91 7.55533e+06 
12500 0.00125 153.504 5.48674 0.00109478 -7.50605e-05 0 -1093.9  188.516 -7.07663e+06 0.000792364 -2.17225e-05 -0.025 -3552.47  -1284.99 7.40907e+06 
12750 0.001275 202.939 5.56941 0.0010346 -7.9614e-05 0 -76.4716  476.852 -6.88809e+06 0.00136603 -3.42148e-05 -0.0255 -7171.81  -867.314 7.18955e+06 
13000 0.0013 141.136 4.13929 0.000942153 -7.18653e-05 0 8024.83  236.567 -6.75594e+06 0.00176771 -5.10997e-05 -0.026 -4488.78  -1140.63 7.05664e+06 
13250 0.001325 219.156 4.67427 0.00163242 -7.31346e-05 0 4413.61  84.8429 -6.66041e+06 0.00197005 -5.92387e-05 -0.0265 -5533.17  443.05 7.09928e+06 
13500 0.00135 420.818 5.34773 0.00300637 -6.49717e-05 0 2597.02  839.229 -6.70696e+06 0.00183944 -5.21159e-05 -0.027 -9047.7  276.89 6.8708e+06 
13750 0.001375 373.696 8.06109 0.00467967 -5.80109e-05 0 -740.568  -202.644 -6.66367e+06 0.00156913 -3.0647e-05 -0.0275 -9816.67  -1314.46 6.84445e+06 
14000 0.0014 135.25 9.15207 0.00544732 -5.48607e-05 0 -22.3605  -122.025 -6.53675e+06 0.00138713 -3.9562e-05 -0.028 -6887.34  -403.556 6.86317e+06 
14250 0.001425 186.269 12.211 0.00540216 -4.77508e-05 0 3967.94  25.8259 -6.36424e+06 0.000958317 -3.6724e-05 -0.0285 49.6125  -931.953 6.60401e+06 
14500 0.00145 199.733 10.8939 0.00542518 -4.3492e-05 0 4829.56  -378.742 -6.2312e+06 0.000608696 -4.34547e-05 -0.029 7366.51  -130.301 6.33608e+06 
14750 0.001475 203.867 8.71037 0.0055916 -4.35675e-05 0 3332.43  -2080.71 -6.13174e+06 0.000351514 -5.05322e-05 -0.0295 3470.38  -1260.67 6.25111e+06 
15000 0.0015 303.584 7.62165 0.00611611 -5.80388e-05 0 3607.34  -144.086 -6.01825e+06 0.000103759 -5.9097e-05 -0.03 1285.23  -644.317 6.11795e+06 
15250 0.001525 276.872 10.3709 0.00685419 -5.79549e-05 0 -4083.03  -14.2469 -5.91108e+06 -0.000467336 -5.57475e-05 -0.0305 5005.42  1106.29 6.08476e+06 
15500 0.00155 260.262 13.4992 0.00740258 -5.25697e-05 0 -903.455  -100.52 -5.84812e+06 -0.00107753 -4.61134e-05 -0.031 168.077  -625.641 6.05659e+06 
15750 0.001575 266.044 15.2694 0.00808662 -4.76735e-05 0 -1235.7  22.3788 -5.82194e+06 -0.00191842 -5.95356e-05 -0.0315 872.182  -163.284 6.00673e+06 
16000 0.0016 278.529 11.1576 0.00855617 -4.20913e-05 0 -5551.13  -542.743 -5.81342e+06 -0.00283605 -5.68691e-05 -0.032 3655.25  511.37 5.98355e+06 
16250 0.001625 360.926 13.4908 0.00835631 -4.93295e-05 0 194.376  111.705 -5.78198e+06 -0.00344285 -4.25989e-05 -0.0325 -133.015  626.3 5.94684e+06 
16500 0.00165 352.064 18.7368 0.00826497 -3.32728e-05 0 2725.29  645.974 -5.71932e+06 -0.00428668 -3.16592e-05 -0.033 -893.506  225.672 5.87433e+06 
16750 0.001675 375.504 25.7984 0.00868697 -3.50942e-05 0 1645.54  -427.283 -5.69948e+06 -0.00513632 -3.97702e-05 -0.0335 4050.89  -458.453 5.8086e+06 
17000 0.0017 360.352 13.8444 0.00927242 -4.23923e-05 0 448.474  363.424 -5.65457e+06 -0.00561796 -4.69658e-05 -0.034 3191.02  1071.34 5.88107e+06 
17250 0.001725 413.619 13.7654 0.00992164 -4.93659e-05 0 1230.37  81.5265 -5.65234e+06 -0.00594303 -3.89174e-05 -0.0345 -1282.86  -270.001 5.81715e+06 
