0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
22.5 23.5 14.5 48.5 15.5 16.5 0.00104
16.5 30.5 1.5 48.5 4.5 42.5 0.002216
16.5 30.5 0.5 49.5 1.5 42.5 0.003104
2.5 45.5 0.5 49.5 1.5 43.5 0.004584
2.5 45.5 0.5 49.5 0.5 48.5 0.009088
2.5 45.5 0.5 49.5 0.5 48.5 0.01072
2.5 45.5 0.5 49.5 0.5 48.5 0.014016
2.5 45.5 0.5 49.5 0.5 48.5 0.0154
2.5 45.5 0.5 49.5 0.5 48.5 0.015672
2.5 45.5 0.5 49.5 0.5 48.5 0.016064
0.5 45.5 0.5 49.5 0.5 48.5 0.01788
0.5 45.5 0.5 49.5 0.5 48.5 0.02084
0.5 45.5 0.5 49.5 0.5 48.5 0.022432
0.5 45.5 0.5 49.5 0.5 48.5 0.024832
0.5 45.5 0.5 49.5 0.5 48.5 0.026696
0.5 45.5 0.5 49.5 0.5 48.5 0.028624
0.5 45.5 0.5 49.5 0.5 48.5 0.030088
0.5 45.5 0.5 49.5 0.5 48.5 0.031376
0.5 45.5 0.5 49.5 0.5 48.5 0.034024
0.5 45.5 0.5 49.5 0.5 48.5 0.035648
0.5 45.5 0.5 49.5 0.5 48.5 0.036912
0.5 45.5 0.5 49.5 0.5 48.5 0.0378
0.5 45.5 0.5 49.5 0.5 48.5 0.038712
0.5 45.5 0.5 49.5 0.5 48.5 0.042536
0.5 45.5 0.5 49.5 0.5 48.5 0.043984
0.5 45.5 0.5 49.5 0.5 48.5 0.044624
0.5 45.5 0.5 49.5 0.5 48.5 0.04624
