1
406
42.82748817 0.00000000 26.30369889 46.40808847 50.00000000 23.30303171 42.82748817 50.00000000 26.30369889
42.82748817 0.00000000 26.30369889 46.40808847 0.00000000 23.30303171 46.40808847 50.00000000 23.30303171
50.00000000 0.00000000 24.54887901 46.40808847 50.00000000 23.30303171 46.40808847 0.00000000 23.30303171
50.00000000 0.00000000 24.54887901 50.00000000 50.00000000 24.54887901 46.40808847 50.00000000 23.30303171
50.00000000 0.00000000 26.88865682 44.89144118 50.00000000 29.89640355 44.89144118 0.00000000 29.89640355
50.00000000 0.00000000 26.88865682 50.00000000 50.00000000 26.88865682 44.89144118 50.00000000 29.89640355
43.32856876 0.00000000 28.26922949 44.89144118 50.00000000 29.89640355 43.32856876 50.00000000 28.26922949
43.32856876 0.00000000 28.26922949 44.89144118 0.00000000 29.89640355 44.89144118 50.00000000 29.89640355
42.82748817 0.00000000 26.30369889 43.32856876 50.00000000 28.26922949 42.82748817 50.00000000 26.30369889
42.82748817 0.00000000 26.30369889 43.32856876 0.00000000 28.26922949 43.32856876 50.00000000 28.26922949
19.41615843 0.00000000 25.26475547 23.34710886 50.00000000 20.98209635 19.41615843 50.00000000 25.26475547
19.41615843 0.00000000 25.26475547 23.34710886 0.00000000 20.98209635 23.34710886 50.00000000 20.98209635
23.34710886 0.00000000 20.98209635 26.50868419 50.00000000 21.76147829 23.34710886 50.00000000 20.98209635
23.34710886 0.00000000 20.98209635 26.50868419 0.00000000 21.76147829 26.50868419 50.00000000 21.76147829
26.50868419 0.00000000 21.76147829 27.59262551 50.00000000 26.25282232 26.50868419 50.00000000 21.76147829
26.50868419 0.00000000 21.76147829 27.59262551 0.00000000 26.25282232 27.59262551 50.00000000 26.25282232
26.01203865 0.00000000 27.91914281 27.59262551 50.00000000 26.25282232 26.01203865 50.00000000 27.91914281
26.01203865 0.00000000 27.91914281 27.59262551 0.00000000 26.25282232 27.59262551 50.00000000 26.25282232
21.43244383 0.00000000 28.18946547 26.01203865 50.00000000 27.91914281 21.43244383 50.00000000 28.18946547
21.43244383 0.00000000 28.18946547 26.01203865 0.00000000 27.91914281 26.01203865 50.00000000 27.91914281
20.14069643 0.00000000 26.78885510 21.43244383 50.00000000 28.18946547 20.14069643 50.00000000 26.78885510
20.14069643 0.00000000 26.78885510 21.43244383 0.00000000 28.18946547 21.43244383 50.00000000 28.18946547
19.41615843 0.00000000 25.26475547 20.14069643 50.00000000 26.78885510 19.41615843 50.00000000 25.26475547
19.41615843 0.00000000 25.26475547 20.14069643 0.00000000 26.78885510 20.14069643 50.00000000 26.78885510
15.32703195 0.00000000 19.85145826 20.86605714 50.00000000 16.77045008 15.32703195 50.00000000 19.85145826
15.32703195 0.00000000 19.85145826 20.86605714 0.00000000 16.77045008 20.86605714 50.00000000 16.77045008
20.86605714 0.00000000 16.77045008 23.34710886 50.00000000 20.98209635 20.86605714 50.00000000 16.77045008
20.86605714 0.00000000 16.77045008 23.34710886 0.00000000 20.98209635 23.34710886 50.00000000 20.98209635
17.20803659 0.00000000 23.88974552 19.41615843 50.00000000 25.26475547 17.20803659 50.00000000 23.88974552
17.20803659 0.00000000 23.88974552 19.41615843 0.00000000 25.26475547 19.41615843 50.00000000 25.26475547
15.32703195 0.00000000 19.85145826 17.20803659 50.00000000 23.88974552 15.32703195 50.00000000 19.85145826
15.32703195 0.00000000 19.85145826 17.20803659 0.00000000 23.88974552 17.20803659 50.00000000 23.88974552
18.26544180 0.00000000 32.85425663 21.20781091 50.00000000 30.94973638 18.26544180 50.00000000 32.85425663
18.26544180 0.00000000 32.85425663 21.20781091 0.00000000 30.94973638 21.20781091 50.00000000 30.94973638
21.20781091 0.00000000 30.94973638 24.80115285 50.00000000 34.61975009 21.20781091 50.00000000 30.94973638
21.20781091 0.00000000 30.94973638 24.80115285 0.00000000 34.61975009 24.80115285 50.00000000 34.61975009
18.74446043 0.00000000 37.90321070 24.80115285 50.00000000 34.61975009 18.74446043 50.00000000 37.90321070
18.74446043 0.00000000 37.90321070 24.80115285 0.00000000 34.61975009 24.80115285 50.00000000 34.61975009
